cow_id,timestamp,milk_yield_l,milk_conductivity,milk_temp_c,scc_value,target_7d,target_14d,event_onset_day,breed,age_years,parity,vaccination_status,prior_mastitis_flag,calving_date,herd_id
cow_001,2026-03-08T00:00:00,16.679,4.401,38.414,171432,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-09T00:00:00,16.9,4.33,38.512,231705,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-10T00:00:00,16.484,4.433,38.359,262619,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-11T00:00:00,16.909,4.426,38.447,195784,0,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-12T00:00:00,15.889,4.571,38.438,283120,0,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-13T00:00:00,15.591,4.755,38.537,360835,0,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-14T00:00:00,16.943,4.884,38.61,438696,0,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-15T00:00:00,14.858,5.042,38.74,525110,0,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-16T00:00:00,15.794,5.082,38.587,585708,0,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-17T00:00:00,14.278,5.205,38.781,661772,0,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-18T00:00:00,14.432,5.378,38.75,748174,1,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-19T00:00:00,14.222,5.568,38.808,839416,1,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-20T00:00:00,13.833,5.657,38.861,939733,1,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-21T00:00:00,13.507,5.683,38.933,1017541,1,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-22T00:00:00,14.038,5.864,39.021,1136140,1,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-23T00:00:00,12.536,5.941,39.017,1231762,1,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-24T00:00:00,12.496,6.124,38.92,1280396,1,1,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-25T00:00:00,12.609,6.348,39.17,1368525,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-26T00:00:00,16.366,4.479,38.436,99393,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-27T00:00:00,16.927,4.326,38.526,239295,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-28T00:00:00,16.811,4.485,38.555,141426,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-29T00:00:00,16.582,4.432,38.386,250413,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-30T00:00:00,16.207,4.354,38.46,216089,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-03-31T00:00:00,16.198,4.364,38.474,130103,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-01T00:00:00,16.12,4.345,38.418,175021,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-02T00:00:00,17.298,4.485,38.445,172135,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-03T00:00:00,16.862,4.447,38.497,228334,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-04T00:00:00,16.014,4.232,38.443,182781,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-05T00:00:00,16.597,4.364,38.43,199556,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-06T00:00:00,16.744,4.519,38.314,122297,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-07T00:00:00,17.126,4.461,38.491,170031,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-08T00:00:00,16.255,4.428,38.387,126444,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-09T00:00:00,15.968,4.422,38.482,237794,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_001,2026-04-10T00:00:00,16.635,4.45,38.545,152817,0,0,83,Indigenous,4,1,1,0,2026-01-01,demo_herd_01
cow_002,2026-01-01T00:00:00,14.075,4.931,38.456,198653,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-02T00:00:00,14.536,4.837,38.502,214335,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-03T00:00:00,13.882,4.933,38.351,183322,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-04T00:00:00,13.671,4.95,38.593,231479,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-05T00:00:00,14.527,4.82,38.438,221459,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-06T00:00:00,14.158,4.902,38.313,150060,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-07T00:00:00,13.366,5.045,38.443,205364,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-08T00:00:00,14.106,4.775,38.425,157723,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-09T00:00:00,13.761,4.897,38.422,173683,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-10T00:00:00,13.849,4.813,38.415,222787,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-11T00:00:00,13.476,4.84,38.405,174444,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-12T00:00:00,13.931,5.046,38.439,145512,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-13T00:00:00,13.351,4.878,38.504,186747,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-14T00:00:00,13.155,4.782,38.422,217366,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-15T00:00:00,14.261,4.904,38.479,223969,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-16T00:00:00,13.893,4.927,38.357,142320,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-17T00:00:00,14.462,4.778,38.425,190997,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-18T00:00:00,14.585,4.8,38.438,175610,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-19T00:00:00,14.866,4.833,38.348,197508,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-20T00:00:00,13.813,4.789,38.47,195064,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-21T00:00:00,12.798,4.818,38.348,202552,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-22T00:00:00,14.86,5.057,38.457,141640,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-23T00:00:00,13.689,4.816,38.444,224290,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-24T00:00:00,13.335,4.941,38.471,191059,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-25T00:00:00,15.654,4.935,38.417,201368,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-26T00:00:00,13.953,4.804,38.44,220377,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-27T00:00:00,14.092,4.966,38.392,237099,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-28T00:00:00,14.294,4.935,38.461,132677,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-29T00:00:00,14.116,5.039,38.417,229091,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-30T00:00:00,14.596,4.746,38.457,141910,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-01-31T00:00:00,14.315,4.859,38.416,177519,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-01T00:00:00,14.307,4.856,38.334,144652,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-02T00:00:00,14.61,5.03,38.429,209480,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-03T00:00:00,14.637,4.783,38.303,178206,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-04T00:00:00,13.346,4.87,38.326,158159,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-05T00:00:00,13.86,4.934,38.376,139829,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-06T00:00:00,14.22,5.13,38.444,111928,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-07T00:00:00,14.239,5.098,38.425,224823,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-08T00:00:00,14.697,4.987,38.478,189893,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-09T00:00:00,14.115,4.87,38.422,194946,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-10T00:00:00,13.624,4.87,38.412,183775,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-11T00:00:00,14.058,4.957,38.409,166860,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-12T00:00:00,13.641,4.83,38.429,184171,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-13T00:00:00,13.28,4.966,38.373,148433,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-14T00:00:00,14.699,4.985,38.372,167553,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-15T00:00:00,13.647,4.957,38.469,164642,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-16T00:00:00,14.824,4.966,38.407,205255,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-17T00:00:00,13.453,4.871,38.43,179635,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-18T00:00:00,15.12,4.917,38.437,133520,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-19T00:00:00,14.113,4.829,38.556,165453,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-20T00:00:00,14.251,4.989,38.454,130604,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-21T00:00:00,14.485,4.949,38.404,196250,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-22T00:00:00,14.245,4.781,38.381,180725,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-23T00:00:00,13.934,4.935,38.475,189570,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-24T00:00:00,14.03,5.001,38.423,192373,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-25T00:00:00,13.854,4.875,38.475,206030,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-26T00:00:00,14.113,4.893,38.427,147058,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-27T00:00:00,14.114,4.851,38.332,185326,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-02-28T00:00:00,14.133,4.775,38.367,176952,0,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-01T00:00:00,12.611,5.043,38.481,288426,0,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-02T00:00:00,13.358,5.05,38.553,303304,0,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-03T00:00:00,13.584,5.245,38.504,447445,0,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-04T00:00:00,13.56,5.422,38.6,463759,0,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-05T00:00:00,13.143,5.577,38.649,654365,0,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-06T00:00:00,11.778,5.666,38.715,683942,0,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-07T00:00:00,11.101,5.87,38.763,815377,1,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-08T00:00:00,12.83,5.963,38.838,874571,1,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-09T00:00:00,11.703,6.102,38.888,990914,1,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-10T00:00:00,10.958,6.401,38.945,1047747,1,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-11T00:00:00,10.043,6.384,38.906,1142960,1,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-12T00:00:00,11.199,6.613,39.005,1205961,1,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-13T00:00:00,10.68,6.489,39.039,1275288,1,1,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-14T00:00:00,10.432,6.756,39.16,1373251,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-15T00:00:00,14.583,5.07,38.508,213149,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-16T00:00:00,14.713,4.863,38.369,150392,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-17T00:00:00,14.286,5.01,38.371,196403,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-18T00:00:00,13.636,4.795,38.466,155965,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-19T00:00:00,13.876,5.05,38.419,178443,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-20T00:00:00,14.094,4.925,38.372,182006,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-21T00:00:00,14.687,4.866,38.272,157078,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-22T00:00:00,14.543,4.982,38.437,229960,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-23T00:00:00,13.73,4.994,38.428,203659,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-24T00:00:00,12.91,4.964,38.429,246791,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-25T00:00:00,14.282,4.814,38.367,194196,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-26T00:00:00,14.336,4.841,38.351,233061,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-27T00:00:00,14.09,4.887,38.383,228943,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-28T00:00:00,14.7,4.81,38.41,147726,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-29T00:00:00,15.032,4.928,38.398,168188,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-30T00:00:00,14.443,4.872,38.507,147583,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-03-31T00:00:00,13.642,5.005,38.389,229695,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-01T00:00:00,14.594,4.783,38.378,181726,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-02T00:00:00,14.098,4.916,38.378,177027,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-03T00:00:00,14.648,4.999,38.368,171881,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-04T00:00:00,14.141,4.784,38.471,199765,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-05T00:00:00,14.432,4.883,38.467,213720,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-06T00:00:00,14.72,4.879,38.436,166393,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-07T00:00:00,14.052,4.971,38.418,174621,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-08T00:00:00,14.469,4.945,38.37,157331,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-09T00:00:00,14.518,4.934,38.402,221855,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_002,2026-04-10T00:00:00,14.153,4.738,38.367,128384,0,0,72,Crossbred,7,1,1,0,2026-01-03,demo_herd_01
cow_003,2026-01-01T00:00:00,11.556,4.443,38.176,146745,0,0,-1,Jersey,8,2,1,0,2025-12-22,demo_herd_01
cow_003,2026-01-02T00:00:00,11.133,4.303,38.181,194219,0,0,-1,Jersey,8,2,1,0,2025-12-22,demo_herd_01
